vehicle,site_xn_route,direction,loc_leg,month,day,y2018,y2019,y2020,ratio,tis_data_request,lat,long,loc_desc,x7,x8,version_2,x10,revision_date,x12,x29_09_2016
cycle,32612,N,61171,3,6,NA,137,186,1.357664234,D208,-37.9476508,145.0004512,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM N BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,N,61171,3,12,NA,173,308,1.780346821,D208,-37.9476508,145.0004512,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM N BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,N,61171,3,13,NA,226,150,0.663716814,D208,-37.9476508,145.0004512,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM N BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,N,61171,3,14,NA,234,140,0.598290598,D208,-37.9476508,145.0004512,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM N BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,N,61171,3,22,NA,240,303,1.2625,D208,-37.9476508,145.0004512,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM N BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,N,61171,3,23,NA,167,232,1.389221557,D208,-37.9476508,145.0004512,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM N BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,N,61171,3,25,NA,109,260,2.385321101,D208,-37.9476508,145.0004512,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM N BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,4,NA,129,250,1.937984496,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,5,NA,206,107,0.519417476,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,10,NA,305,160,0.524590164,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,14,NA,297,204,0.686868687,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,15,NA,318,131,0.411949686,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,16,NA,315,197,0.625396825,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,17,NA,252,279,1.107142857,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,22,NA,314,222,0.707006369,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,30,NA,237,264,1.113924051,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,1,31,NA,203,179,0.881773399,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,2,8,NA,244,288,1.180327869,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,2,15,NA,246,145,0.589430894,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,2,18,NA,259,154,0.594594595,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,2,19,NA,253,102,0.403162055,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,2,21,NA,216,256,1.185185185,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,2,25,NA,265,276,1.041509434,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,2,28,NA,230,281,1.22173913,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,3,2,NA,249,162,0.65060241,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,3,6,NA,119,164,1.378151261,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,3,8,NA,230,337,1.465217391,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,3,13,NA,230,160,0.695652174,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,3,14,NA,238,160,0.672268908,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,3,23,NA,177,268,1.514124294,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32612,S,61172,3,25,NA,98,288,2.93877551,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:3 SANDRINGHAM S BD BEACH RD & MILDURA AVE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,1,4,NA,225,334,1.484444444,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,1,5,NA,280,122,0.435714286,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,1,14,NA,479,383,0.799582463,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,1,15,NA,481,222,0.461538462,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,1,16,NA,455,264,0.58021978,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,1,23,NA,442,94,0.212669683,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,1,24,NA,377,400,1.061007958,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,1,31,NA,387,341,0.881136951,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,2,9,NA,158,414,2.620253165,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,2,18,NA,359,268,0.746518106,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,2,19,NA,440,166,0.377272727,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,2,20,NA,420,325,0.773809524,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,2,21,NA,289,320,1.107266436,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,2,25,NA,413,420,1.016949153,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,2,28,NA,342,361,1.055555556,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,3,2,NA,330,324,0.981818182,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,3,3,NA,367,494,1.346049046,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,3,6,NA,239,299,1.251046025,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,3,8,NA,391,485,1.240409207,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,3,13,NA,393,266,0.676844784,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,3,15,NA,425,470,1.105882353,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,3,23,NA,281,383,1.362989324,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,N,61173,3,25,NA,225,369,1.64,D208,-37.916659,144.987113,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON N BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,1,4,NA,234,332,1.418803419,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,1,5,NA,283,136,0.480565371,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,1,14,NA,532,397,0.746240602,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,1,15,NA,532,193,0.362781955,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,1,16,NA,516,272,0.527131783,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,1,17,NA,460,397,0.863043478,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,1,31,NA,403,331,0.82133995,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,2,1,NA,476,149,0.31302521,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,2,9,NA,164,445,2.713414634,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,2,15,NA,440,121,0.275,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,2,18,NA,417,263,0.630695444,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,2,19,NA,482,171,0.354771784,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,2,21,NA,371,346,0.932614555,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,2,28,NA,457,407,0.89059081,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,3,2,NA,376,306,0.813829787,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,3,3,NA,430,465,1.081395349,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,3,6,NA,231,279,1.207792208,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,3,8,NA,398,479,1.203517588,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,3,13,NA,392,245,0.625,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,3,14,NA,432,248,0.574074074,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,3,15,NA,416,503,1.209134615,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,3,23,NA,339,366,1.079646018,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32614,S,61174,3,25,NA,239,360,1.506276151,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:2 MIDDLE BRIGHTON S BD 36M NORTH OF KEITH CRT & ESPLANADE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,1,4,NA,306,475,1.552287582,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,1,5,NA,384,181,0.471354167,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,1,10,NA,697,308,0.441893831,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,1,11,NA,732,379,0.517759563,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,1,15,NA,692,296,0.427745665,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,1,17,NA,604,594,0.983443709,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,1,30,NA,582,618,1.06185567,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,1,31,NA,521,420,0.806142035,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,2,1,NA,597,189,0.316582915,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,2,9,NA,199,573,2.879396985,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,2,14,NA,632,455,0.719936709,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,2,15,NA,560,152,0.271428571,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,2,18,NA,593,339,0.571669477,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,2,21,NA,536,433,0.807835821,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,2,25,NA,632,584,0.924050633,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,2,28,NA,527,496,0.941176471,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,3,2,NA,469,387,0.825159915,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,3,3,NA,527,630,1.19544592,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,3,6,NA,284,372,1.309859155,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,3,13,NA,544,337,0.619485294,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,3,22,NA,578,600,1.038062284,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,3,23,NA,414,533,1.287439614,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,N,61177,3,25,NA,232,542,2.336206897,D208,-37.906133,144.984835,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON N BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,1,4,NA,320,442,1.38125,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,1,5,NA,377,181,0.480106101,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,1,10,NA,663,305,0.460030166,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,1,15,NA,676,258,0.381656805,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,1,16,NA,696,332,0.477011494,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,1,17,NA,606,547,0.902640264,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,1,30,NA,573,656,1.144851658,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,1,31,NA,486,420,0.864197531,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,2,1,NA,548,220,0.401459854,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,2,9,NA,208,587,2.822115385,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,2,15,NA,537,154,0.286778399,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,2,18,NA,526,335,0.636882129,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,2,19,NA,592,195,0.329391892,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,2,21,NA,479,446,0.931106472,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,2,28,NA,554,501,0.90433213,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,3,2,NA,505,341,0.675247525,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,3,6,NA,257,321,1.249027237,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
cycle,32615,S,61178,3,13,NA,491,293,0.596741344,D208,NA,NA,(BIKE PATH) BAY TRAIL NO:1 BRIGHTON S BD OPP PATH TO SEACOMBE GROVE,NA,NA,NA,NA,NA,NA,NA
